0,028517;0,050856;0,046578;0,044677;0,042300;0,044677;0,042300;0,043726;0,048954;0,072243;0,094582;0,113593;0,133555;0,103137;0,061787;0,027567;class0_bone01;00000000
0,026834;0,053667;0,048301;0,047406;0,046064;0,045617;0,046959;0,043828;0,048301;0,056798;0,083184;0,109571;0,128354;0,126565;0,065742;0,021914;class0_bone02;00000000
0,029340;0,053301;0,046944;0,042054;0,044499;0,045966;0,045477;0,044010;0,047922;0,066504;0,091932;0,117359;0,125183;0,112469;0,060147;0,025917;class0_bone03;00000000
0,029600;0,052294;0,046374;0,043907;0,043907;0,043907;0,046867;0,042921;0,046374;0,053281;0,075974;0,105081;0,132215;0,138629;0,073014;0,024667;class0_bone04;00000000
0,028014;0,051026;0,048524;0,046523;0,044522;0,045023;0,044022;0,045523;0,044022;0,055528;0,072036;0,099550;0,129065;0,135068;0,078039;0,031516;class0_bone05;00000000
0,028029;0,050356;0,042755;0,044181;0,043230;0,043705;0,042280;0,043705;0,045606;0,059857;0,086936;0,118290;0,133017;0,118290;0,063658;0,035154;class0_bone06;00000000
0,008341;0,037071;0,070436;0,063021;0,051437;0,046339;0,044949;0,043559;0,049120;0,070899;0,089898;0,112604;0,129286;0,101946;0,056534;0,024096;class0_bone07;00000000
0,000000;0,009957;0,055477;0,089142;0,064486;0,047890;0,046468;0,045045;0,055951;0,078236;0,094358;0,110005;0,129919;0,082029;0,061641;0,028924;class0_bone08;00000000
0,030060;0,054609;0,048096;0,043086;0,045591;0,046092;0,046593;0,045090;0,049599;0,069138;0,093687;0,117234;0,121242;0,108717;0,053607;0,026553;class0_bone09;00000000
0,030207;0,048242;0,044184;0,045086;0,041028;0,044184;0,043282;0,073940;0,097836;0,095582;0,097836;0,098738;0,084310;0,061767;0,060415;0,032462;class0_bone10;00000000
0,033149;0,055801;0,050276;0,050276;0,049171;0,047514;0,047514;0,049724;0,048619;0,050276;0,081215;0,127624;0,128177;0,097790;0,062431;0,019337;class0_bone11;00000000
0,037807;0,071204;0,059861;0,056711;0,057341;0,059231;0,058601;0,057971;0,066163;0,098929;0,088217;0,083806;0,102079;0,063642;0,027725;0,009452;class0_bone12;00000000
0,028531;0,056586;0,041845;0,047076;0,044223;0,045649;0,045174;0,047551;0,064194;0,079410;0,090347;0,107466;0,114123;0,094627;0,062767;0,029482;class0_bone13;00000000
0,025856;0,073764;0,063498;0,065019;0,069962;0,073764;0,076046;0,081369;0,083650;0,082890;0,085171;0,039544;0,044867;0,055513;0,053232;0,025095;class0_bone14;00000000
0,019114;0,041096;0,044919;0,049060;0,052883;0,060529;0,065945;0,071360;0,076139;0,083147;0,086970;0,090475;0,094298;0,092068;0,050016;0,020389;class0_bone15;00000000
0,020795;0,044189;0,043075;0,043817;0,050130;0,052729;0,056443;0,058671;0,062384;0,069439;0,082436;0,100631;0,108801;0,111771;0,071296;0,021166;class0_bone16;00000000
0,013599;0,043711;0,044196;0,037397;0,048567;0,061195;0,053910;0,045653;0,056338;0,083536;0,101020;0,115590;0,126761;0,081593;0,060709;0,025741;class0_bone17;00000000
0,036158;0,067232;0,059322;0,057627;0,058192;0,055932;0,057627;0,063842;0,102825;0,116384;0,118644;0,082486;0,037288;0,036158;0,031638;0,017514;class0_bone18;00000000
0,000000;0,011100;0,049445;0,046418;0,040868;0,051968;0,075177;0,051463;0,065086;0,088799;0,104945;0,123613;0,124117;0,076186;0,062563;0,027750;class0_bone19;00000000
0,038314;0,070881;0,058110;0,058748;0,056833;0,058748;0,058748;0,056833;0,058748;0,070243;0,082375;0,084930;0,087484;0,077905;0,045338;0,034483;class0_bone20;00000000
0,007575;0,025880;0,042291;0,058703;0,073852;0,086792;0,093262;0,104939;0,114881;0,127663;0,114407;0,072905;0,033928;0,019883;0,015623;0,007101;class10_elephant01;00001010
0,008800;0,028000;0,047200;0,065600;0,080000;0,096600;0,100800;0,109000;0,111400;0,113200;0,108000;0,076000;0,031200;0,015800;0,005000;0,003000;class10_elephant02;00001010
0,008860;0,026581;0,045107;0,063633;0,078333;0,088804;0,098067;0,112163;0,123842;0,133306;0,107330;0,051953;0,029400;0,018727;0,009263;0,004229;class10_elephant03;00001010
0,012744;0,038981;0,059220;0,092204;0,107946;0,124063;0,124813;0,109445;0,100075;0,083021;0,054160;0,038981;0,017804;0,010307;0,011994;0,012744;class10_elephant04;00001010
0,009499;0,028497;0,043178;0,063903;0,085492;0,091321;0,100604;0,113990;0,122841;0,122193;0,103843;0,048359;0,023748;0,014680;0,018351;0,007772;class10_elephant05;00001010
0,009232;0,029375;0,049517;0,065464;0,083089;0,095468;0,105120;0,118548;0,121905;0,113303;0,096937;0,053504;0,022870;0,011330;0,017205;0,006714;class10_elephant06;00001010
0,008730;0,029365;0,048413;0,067460;0,083929;0,102183;0,112698;0,119841;0,126389;0,116468;0,091865;0,039484;0,014484;0,013690;0,011111;0,007738;class10_elephant07;00001010
