0,154653;0,035990;0,012227;0,000763;0,009786;0,026367;0,005056;0,000000;0,000031;0,000743;0,002126;0,000285;0,000000;0,000000;0,000000;0,000000;0,010406;0,005025;0,003326;0,016327;0,036458;0,103322;0,025065;0,000600;0,000081;0,017436;0,050710;0,006968;0,000000;0,000092;0,001149;0,005778;0,000122;0,000000;0,000000;0,003225;0,026418;0,027557;0,003591;0,002665;0,009623;0,055461;0,070872;0,014862;0,000000;0,000061;0,007294;0,049744;0,000000;0,000000;0,000000;0,000000;0,000041;0,000122;0,000000;0,001088;0,000641;0,031209;0,016235;0,003591;0,000000;0,002991;0,040710;0,101105;0
0,186483;0,037699;0,000824;0,000081;0,005290;0,020935;0,008718;0,000214;0,000031;0,000336;0,000153;0,000081;0,000000;0,000000;0,000051;0,000468;0,025136;0,001261;0,000173;0,000224;0,017334;0,136851;0,030223;0,001851;0,000000;0,019552;0,031169;0,023448;0,000000;0,000275;0,000458;0,002380;0,000000;0,000000;0,000000;0,000010;0,009694;0,016337;0,001801;0,001628;0,000122;0,021189;0,106455;0,051331;0,000000;0,000264;0,018534;0,023356;0,000000;0,000000;0,000000;0,000000;0,000000;0,000010;0,000000;0,000041;0,000010;0,025472;0,014231;0,004557;0,000000;0,000336;0,047160;0,105764;1
0,229268;0,038951;0,003428;0,000000;0,009288;0,030111;0,000417;0,000000;0,000000;0,000529;0,000264;0,000000;0,000000;0,000000;0,000000;0,000000;0,008097;0,009043;0,001455;0,000051;0,011566;0,163808;0,028636;0,000732;0,000000;0,010864;0,032928;0,000071;0,000000;0,000000;0,000051;0,000000;0,000000;0,000000;0,000000;0,000000;0,000010;0,013713;0,004222;0,000427;0,000000;0,011597;0,158295;0,016174;0,000000;0,000000;0,004181;0,017680;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000010;0,015198;0,002838;0,000000;0,000000;0,004049;0,172048;2
0,203094;0,026499;0,000000;0,000000;0,005066;0,014069;0,000397;0,000000;0,000000;0,000031;0,000183;0,000844;0,000000;0,000000;0,000000;0,000020;0,002675;0,003225;0,000000;0,000000;0,004272;0,172516;0,058655;0,000000;0,000000;0,004191;0,025472;0,003326;0,000000;0,000000;0,000244;0,007833;0,000000;0,000000;0,000000;0,000000;0,000000;0,020782;0,024119;0,000041;0,000000;0,016246;0,154114;0,035350;0,000000;0,000000;0,001485;0,009074;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,003255;0,010345;0,000000;0,000000;0,007721;0,184855;3
0,280558;0,006521;0,000000;0,000000;0,033681;0,027273;0,000000;0,000000;0,000000;0,000437;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,007477;0,013316;0,000000;0,000000;0,005422;0,218424;0,003743;0,000000;0,000000;0,023478;0,020070;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,008189;0,005290;0,000000;0,000000;0,001261;0,117788;0,002848;0,000000;0,000000;0,008840;0,006856;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000844;0,000407;0,000000;0,000000;0,002594;0,204681;4
0,183044;0,058156;0,002340;0,000224;0,008270;0,018138;0,003377;0,000081;0,000000;0,000000;0,000000;0,000010;0,000000;0,000000;0,000000;0,000000;0,005544;0,007782;0,001099;0,000102;0,020396;0,143636;0,068736;0,002492;0,000000;0,011648;0,032857;0,003133;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000051;0,008942;0,012695;0,000570;0,000000;0,027171;0,139506;0,044250;0,000000;0,000000;0,004079;0,016479;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000071;0,003743;0,006419;0,000000;0,000000;0,011322;0,153636;5
0,196940;0,058441;0,008413;0,000000;0,009674;0,035797;0,002889;0,000071;0,000020;0,000498;0,000214;0,000031;0,000000;0,000000;0,000020;0,000000;0,024841;0,009532;0,002441;0,000071;0,015594;0,141042;0,037150;0,000285;0,000142;0,014384;0,033824;0,001699;0,000000;0,000000;0,000326;0,000132;0,004333;0,000000;0,000000;0,000000;0,012166;0,009949;0,010844;0,000132;0,003153;0,014221;0,141083;0,022298;0,000000;0,000031;0,006978;0,020335;0,000000;0,000000;0,000000;0,000000;0,000854;0,000244;0,000000;0,000000;0,003225;0,004771;0,009460;0,005280;0,000000;0,000163;0,007589;0,128418;6
0,211558;0,053121;0,010864;0,000163;0,016083;0,023224;0,006327;0,000224;0,000000;0,000315;0,008158;0,000956;0,000000;0,000000;0,000000;0,000254;0,006531;0,015727;0,006561;0,003967;0,041595;0,143768;0,035838;0,008667;0,000000;0,017161;0,020030;0,005473;0,000000;0,000000;0,000010;0,007579;0,000000;0,000000;0,000000;0,000000;0,000000;0,008443;0,010895;0,006337;0,000000;0,046163;0,074107;0,040273;0,000000;0,000000;0,000966;0,006124;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,005320;0,001811;0,000000;0,000000;0,015554;0,139852;7
0,166189;0,063456;0,008972;0,000102;0,026449;0,006989;0,002787;0,000081;0,000000;0,000051;0,000783;0,000285;0,000000;0,000000;0,000010;0,000214;0,002309;0,008280;0,006266;0,001383;0,060445;0,120626;0,071747;0,009257;0,000254;0,030813;0,008575;0,001689;0,000000;0,000000;0,000000;0,002431;0,000000;0,000000;0,000000;0,000000;0,000203;0,004161;0,008820;0,001302;0,000092;0,062144;0,134786;0,040517;0,000000;0,000000;0,010335;0,006348;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,003143;0,004008;0,000000;0,000000;0,012472;0,111226;8
0,206380;0,032033;0,007660;0,003947;0,003815;0,017019;0,000275;0,000041;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,007019;0,001587;0,001607;0,006104;0,030039;0,140116;0,035339;0,008840;0,000000;0,019857;0,019328;0,000600;0,000000;0,000000;0,000010;0,000000;0,000000;0,000000;0,000000;0,000000;0,004893;0,009888;0,003204;0,002055;0,003113;0,054799;0,175863;0,021922;0,000000;0,000041;0,017008;0,015513;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000112;0,009257;0,006500;0,000000;0,000000;0,005564;0,128652;9
0,161112;0,054443;0,005656;0,000193;0,002604;0,033427;0,012105;0,001394;0,000000;0,000010;0,003703;0,001363;0,000000;0,000000;0,000000;0,001149;0,015584;0,006358;0,002055;0,001038;0,035960;0,101919;0,074615;0,009389;0,000183;0,003743;0,020538;0,010050;0,000000;0,000000;0,000000;0,008301;0,000051;0,000010;0,000000;0,000000;0,000977;0,016988;0,005676;0,000051;0,000051;0,047872;0,072530;0,062978;0,000000;0,000051;0,002635;0,013967;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000275;0,005269;0,001973;0,000000;0,000020;0,023173;0,178558;10
